1325;6108
1663;4276
6684;4286
7474;2346
5726;5360
1292;8059
9334;1462
9582;3313
6253;8645
8510;713
2307;1111
8;6112
9680;623
3771;10
7606;3122
9136;5295
6022;6388
8836;991
9063;5064
1940;7983
2539;2982
7603;1196
4655;8935
2077;5891
3488;954
9549;1634
1790;7337
5316;1929
8821;80
9826;3118
4455;1938
4457;3786
1288;590
5286;7992
1496;2269
5728;5682
4783;497
5325;2694
3129;4738
7359;6775
1977;988
553;2221
3632;2816
7299;1757
527;873
9245;7935
7759;8634
3348;9720
2844;7629
3244;5392
2232;7715
8873;7354
7741;374
5807;5975
8514;811
2217;1866
8787;1046
2556;8644
1760;2774
2686;4219
5071;4726
2075;3499
8907;5028
1888;9244
9730;9990
2997;8799
723;2615
9950;8257
854;570
9560;766
7180;2238
1253;9514
8084;1017
5677;7643
3669;6069
2276;8679
1521;8716
9263;3387
3664;1279
8897;6238
3155;2443
5243;3573
3208;6921
5072;295
1136;7533
4097;780
6689;6026
8761;4421
7888;1699
9203;5666
5931;9672
5427;3731
9831;1009
3671;4979
3639;9581
1348;2628
4494;1608
3186;5164
252;3069
7225;6574
452;3426
8289;5893
7895;8272
4273;8512
4673;9731
112;7532
3753;5396
8663;4482
9708;9949
2723;6451
4727;971
5774;1557
7964;3358
2019;6291
169;6547
4812;6071
1693;8626
9505;7834
6962;8812
9867;9327
3027;608
7097;1163
1402;2431
4609;5671
2965;7542
9416;3449
3910;4903
7852;2097
2929;3372
1123;6199
1542;3590
4701;9357
9938;1061
9189;9981
7889;7446
7034;1501
5347;1343
528;4048
5821;6904
5202;1199
5012;9969
6508;4491
9007;8473
3346;1572
1944;7726
4391;2401
4695;9815
1763;5926
502;8274
1228;9874
2705;9376
4770;3211
5253;9571
8121;9568
7782;5686
6118;5928
1541;9867
1398;948
4158;3468
1421;7489
7258;8630
7731;8028
3612;7151
4623;3508
5608;7012
2055;4687
8830;7385
4776;5910
8071;4193
2399;2948
704;8982
3106;1644
7915;4600
319;6619
6179;3896
7231;2467
5408;3143
4279;939
7794;7617
241;3136
6011;2724
3760;1293
7453;5931
5213;7459
5578;1558
962;5499
8424;8000
8854;6213
6495;2384
1163;2329
576;7388
1209;8569
852;1302
6512;8426
8299;1157
9636;7814
9489;4594
5558;1108
4955;3854
8153;3852
9420;654
8308;6703
1108;4344
3826;520
5631;7387
5423;525
6380;7221
3319;4326
9098;9424
8244;5344
1313;3917
7932;961
1886;4208
4043;2034
9236;6994
5313;1705
9639;7341
2290;4708
6471;301
6789;6245
6160;8238
3519;3518
7419;1342
