7192;9143
6832;7848
7378;7274
1086;5919
6994;2119
4210;3535
238;7807
9952;6456
6211;3954
758;4541
3906;5002
1706;4935
4479;5688
9148;1222
115;5104
8340;5045
3170;848
7821;5367
1684;9855
3156;7461
1910;4386
1746;2269
3731;7606
5484;6531
2563;4955
7998;678
6814;4639
2442;6889
569;2048
6623;3222
3440;6513
5280;7621
5458;1751
5124;6770
6466;1083
7977;1438
1276;4058
2009;4346
8057;6732
4145;3851
6566;9533
9244;4789
5341;9974
3613;6493
3480;651
8746;4513
6978;4175
4015;2127
6378;8647
5187;3210
8998;2250
5405;381
6661;5528
7011;9914
3858;8738
510;3997
8058;8950
3524;4272
4117;3469
2162;5629
1536;9144
1992;4015
3899;6308
6370;7106
7461;7297
276;6323
6127;9127
8268;6941
2356;8481
6022;1158
4851;9184
6041;6928
713;7350
1447;909
4830;1934
9195;5456
4055;9401
1085;6222
6015;5584
2305;1503
7574;7649
5579;4477
9751;3138
3203;5010
105;6683
2381;7749
3463;6676
1124;589
3473;496
1036;5043
1248;4151
2873;6559
6212;3093
8093;9393
4517;4687
4330;8258
2363;2258
9629;6177
3849;9747
2952;1032
8795;7630
3540;5279
772;2184
3618;4345
2359;2874
1916;5710
7986;8832
6563;6838
6289;9150
2501;5575
3566;2565
1371;850
7234;2260
1252;6785
5898;7203
4756;4404
8758;7032
4975;3549
7443;2824
7671;8856
4640;9265
1065;8297
1177;6130
7959;8368
5155;5085
8654;8193
8118;8942
9498;9928
5162;8379
9526;9936
7954;2809
6256;768
7428;4675
6773;8216
7820;7028
3841;6377
8293;3991
8852;656
1929;1376
2187;8278
3341;4356
8626;1480
8437;8690
3400;4178
1413;9793
6315;5249
704;9722
855;1979
6404;7084
7535;3088
8471;7237
258;3839
7757;1927
7497;974
6057;792
6655;82
7463;2503
2732;677
6837;6241
954;1424
3559;4785
2392;932
709;2578
5251;8650
7793;3669
6307;1399
4327;8063
7897;2418
150;9667
4297;7502
5146;1849
982;6678
9447;6397
2938;3653
3777;5902
6441;417
2461;2880
8559;3462
4998;9424
42;7143
2622;2974
6080;4158
5385;8037
7080;6501
3678;5681
361;5470
7034;2719
4672;2253
3252;9531
2797;713
4057;5480
9033;3354
6121;9858
941;4328
7027;9086
1084;8776
580;5380
6731;508
9680;4812
3014;9930
5924;744
4473;2228
3390;2175
2517;9812
9272;1473
9035;6887
7974;8933
3763;5942
7939;6440
6894;5525
1927;8210
5382;9092
3444;6514
7987;9425
3074;1612
4928;6657
3840;9536
3831;6573
9921;5445
251;1474
9133;6904
8514;5098
4417;4233
3292;8797
5952;5880
5407;5111
220;2225
981;2013
3244;1512
4123;8817
5446;3664
4273;1577
9238;6897
5753;7330
8579;1972
5572;2464
4211;6122
376;3747
6722;6491
186;5100
7877;7231
5654;2391
9194;9777
4494;6891
681;3955
4510;3386
6793;3456
5931;1326
9792;5574
4245;226
5334;1803
4655;3275
4820;1593
1325;152
5556;5714
6689;261
108;5489
9505;8246
8836;2717
2733;8174
6564;3141
7594;5057
519;5532
144;2158
4719;843
4049;7556
8165;9660
5078;8712
9171;2895
7656;8298
9594;8350
8790;9814
2040;8100
1246;5230
6828;7966
1780;1452
10000;2699
9523;9679
2522;8597
9443;6956
7663;4305
864;579
2570;2435
9762;5785
4675;8901
5947;316
8232;4820
9381;3613
6204;8124
8317;5662
128;4722
766;9352
5322;6812
9179;9727
928;5553
1773;5200
8090;1116
4096;6901
8681;6484
9268;2748
3018;1782
3727;3869
5584;1446
9409;2960
6044;7025
8843;42
7018;3740
6763;9182
6270;3906
9506;5158
1749;453
779;6963
6504;3217
574;3323
5830;4501
789;2317
3489;8560
9607;8665
2257;4481
7227;4040
6561;9497
2963;9887
6710;8753
2765;3111
4882;6984
7703;8391
350;2782
4186;9781
8545;456
8991;55
2723;9255
7970;8777
2456;6047
4802;4446
2425;6570
8787;7741
336;8941
6447;9915
3573;6079
2219;800
9062;2686
3112;8038
2875;2128
5157;9219
4114;9478
1548;2416
3189;6298
8799;9801
2731;3776
6889;6
9609;6670
6290;8376
9876;85
3501;3187
43;6005
6678;5108
2194;9826
4753;8062
6461;760
3342;3189
1007;1276
394;1432
881;3057
5283;7160
5708;9018
9219;8788
2237;2967
8637;8304
7485;3226
5174;3251
1967;5386
5543;992
1616;3828
5120;3920
3133;6207
5793;774
6652;7443
3290;1056
9321;5759
5275;1703
4673;2888
6310;64
2;2047
2455;6549
3987;3519
8745;9239
5415;295
7032;8385
2967;5068
8000;3835
1534;6555
310;1629
8072;3132
4180;6955
3673;1578
4750;3482
5800;997
5546;119
4964;4881
7073;4627
1718;4566
2907;6921
5348;7681
5418;4330
6237;3042
4262;7223
2277;6454
6255;128
8651;6878
9480;8483
4638;9527
9005;6946
1593;293
889;796
7660;2153
7949;9511
9279;5817
5186;1500
3649;5217
383;9067
5113;9825
4689;149
2753;7254
780;2218
1241;7387
7578;440
9320;5944
7600;7470
7356;7495
6128;1045
9849;1671
5845;7089
3624;4021
3497;6013
7218;9565
821;9088
9618;2441
7366;525
9432;2454
2120;5818
5914;2752
6664;4079
4941;2111
6886;5713
6313;8696
7393;3894
6362;1725
2097;8205
1063;8971
8607;2753
2019;6911
6341;9341
6007;4259
953;9160
2901;4504
6230;7932
8246;9002
9403;4334
1422;2592
4618;752
665;1844
4832;4853
1280;5139
1273;6287
6405;208
2293;3190
7770;4650
7094;4180
2816;9708
3084;1257
7036;8991
8519;6439
7828;8571
6489;1555
811;727
5189;6914
6853;3712
8409;8558
6108;3655
6326;3421
3286;5849
9545;6910
8825;7774
3766;797
8735;5979
300;4528
7845;8178
7123;7518
3449;6667
619;8410
6089;5966
7255;7113
5302;5089
8592;6443
2341;3453
232;2839
7551;565
1729;5039
7429;4407
7006;4611
1853;1397
4728;7886
4566;7766
884;6357
8319;3623
3910;3751
6406;6004
7903;5567
1483;5429
3530;1148
9204;4453
8325;8600
6312;1996
900;670
8763;5882
2433;2414
850;7081
6372;1913
4745;982
9405;884
8880;3085
6476;7672
1179;6704
6745;9364
433;7493
5880;5080
9971;332
8644;807
403;7377
7103;7000
9155;5582
8461;1315
648;1666
6097;8627
7545;8479
6017;6787
5972;3973
5308;4762
9772;7227
1906;7993
7994;7553
1112;2263
8469;1162
3190;7575
4328;7020
5588;3131
6700;8289
5452;5189
1288;3175
4120;8673
735;7541
6125;4739
422;2276
6667;4740
2059;3967
6965;6146
1262;2040
2966;1450
426;9854
2609;7128
1355;363
8625;5259
7416;6710
398;8799
8807;4417
1759;3864
4388;7015
1212;1688
7880;2660
7042;304
3534;4981
9284;7080
6629;1199
4002;1131
247;7218
2123;2005
5364;9225
348;973
9186;1542
1984;8700
666;3165
1306;6407
3635;7428
2863;4231
1214;7037
5074;4049
7427;5228
1512;4441
4455;1788
7501;9228
9606;7126
6485;6089
6386;8129
5742;4837
2407;9655
50;6129
2265;3654
8460;1356
4384;7250
3119;1943
7768;3941
7263;4781
480;2821
621;9778
3195;2230
118;2827
618;7402
5686;3406
9207;515
1108;8831
6800;6945
1633;7285
8709;235
830;2423
4927;754
3641;2843
3770;5248
9251;8407
5428;2894
9522;8821
6470;7180
3394;9911
7223;4851
2213;2017
4463;9023
2106;8958
1606;8979
4466;7136
5673;7442
2556;7286
9832;6372
5042;7327
4489;7164
1952;9799
7390;7068
2877;7426
7967;9809
3952;2203
5027;6691
2839;5326
3318;9944
2940;7615
500;1265
2347;5927
4321;4544
7288;679
4218;8121
8551;6895
5802;2567
7106;5678
2745;1035
7257;672
8731;493
8882;4003
3521;1129
5748;1527
3398;6137
1945;611
2764;7033
1255;900
4598;9483
5173;6451
32;2988
9190;7102
9919;3285
6137;2658
5085;6092
552;3010
2075;7742
1383;8214
6811;7667
9509;9620
8946;33
4995;8502
4458;791
6075;2812
7173;5674
6875;1024
7506;9152
4181;5128
2134;5026
2497;8694
8937;264
5367;2238
8593;80
5246;8008
6972;7076
9346;692
48;2429
9424;6642
4529;3757
1022;1697
8054;3452
6914;2022
57;1061
8749;3927
788;1812
1387;5505
2604;4612
2221;1088
9882;2915
1667;9951
2695;8277
3744;4617
3010;7185
6706;9313
3388;8031
1567;9509
7281;868
3774;4769
1265;5418
1825;5976
9003;5116
9895;1153
1990;4306
3591;9063
8163;9975
771;3236
9885;4664
1067;9395
4502;6844
7188;7971
2033;335
6915;4780
2840;1887
7666;6577
8243;9208
1438;8094
2607;1630
5434;8637
4410;3545
4160;1543
8102;3044
9239;536
5897;9491
3974;4949
1209;1250
8602;5850
278;6980
1320;8198
5296;2955
5538;4631
423;301
7065;790
1630;9464
6571;1719
8002;6905
3998;7768
4641;4143
4555;3224
4828;182
320;3557
9766;5020
5036;6645
8784;8730
2358;653
2533;346
1806;8382
2906;5753
9586;1494
134;9897
8088;3810
1558;112
5043;2019
7870;8329
4402;8779
7297;158
8112;9121
4797;943
5628;1018
1974;8940
388;6884
6138;7684
1289;1075
6388;4184
7108;5400
1909;8580
4718;90
3163;2294
5234;4807
6900;4759
6631;561
7885;590
5683;7328
942;5894
1919;4860
773;3582
9349;5340
9753;3909
4398;7509
9950;4640
8050;1989
7026;7593
2300;3826
3939;3310
149;9606
7048;1249
1827;7110
30;2132
7812;631
1575;1379
7701;4199
831;1994
8211;162
1937;1705
2414;6317
6297;3684
5203;9776
257;3900
6229;4458
2633;545
7718;7365
3438;4700
2361;2370
961;3938
8103;7437
3347;6188
9074;9296
8530;20
6518;3772
5153;4834
9487;9692
8837;953
4427;6142
3512;7661
223;1651
9662;222
8192;4638
4394;1127
6981;7635
6367;4466
2486;5355
2415;8470
7056;591
7721;4760
9138;5344
1196;1828
