8519;9854;8
967;886;9
7807;762;7
5905;361;1
5068;272;2
6355;7775;2
9954;8680;9
4578;5242;1
8618;4766;3
3393;5697;5
261;9817;9
1401;3944;2
5909;144;1
5846;4538;10
239;2325;9
2925;2884;3
9714;5766;5
1705;8605;8
653;5837;3
226;4356;8
2441;7773;4
7487;6428;2
9168;548;5
4908;8657;5
240;2803;5
3672;3881;3
9134;8243;2
6890;2432;1
5207;4443;7
7984;8809;2
3573;5632;7
1890;4504;9
7531;4604;10
2946;4671;9
8531;1787;7
9712;291;5
6374;9614;9
2443;562;9
5928;3023;10
9093;1339;4
8718;8645;5
1310;4424;6
4958;3865;1
9794;2078;4
6571;8057;5
4200;969;1
6011;836;5
420;995;6
6022;7377;3
753;4474;1
9948;4730;6
1213;6311;4
6169;7730;6
5147;3346;3
8465;9692;5
5571;3300;7
4896;5428;3
1819;6740;7
9681;7482;9
3870;2155;2
6979;7931;9
8520;8386;1
3820;1803;4
4740;6719;5
1894;1513;7
6082;4005;8
8603;6479;2
2647;7426;2
9918;6267;10
7322;1476;6
9381;1980;5
6252;5670;9
3533;1249;10
2369;6401;2
8868;8618;5
2370;4387;3
2824;6627;9
1221;2651;10
9695;806;2
932;6106;3
6690;4040;10
2374;3249;1
1231;6490;7
434;3407;9
1834;6832;2
5486;5202;10
4467;5014;4
3751;3926;10
9854;3277;7
5685;7930;6
9457;7192;3
9052;4206;1
5143;9796;8
759;7866;2
8366;1816;4
6957;8978;4
4608;649;10
7347;8006;4
3347;1038;2
5648;6517;4
829;8162;7
869;256;1
9943;6263;5
148;4988;3
1816;749;6
3149;8610;8
6966;5086;9
2815;8585;9
4623;391;4
8037;8418;9
6483;2535;4
8592;6141;1
6481;6757;5
9312;1915;9
5046;1391;7
7808;277;3
7677;6745;8
7854;2311;3
1558;9068;7
8937;2605;2
2222;1288;5
183;5494;6
8052;8852;4
8736;7856;8
9831;8599;8
1259;1020;10
4919;286;9
6934;2243;4
3906;6908;5
8732;185;10
1885;1575;6
17;1753;10
8268;226;2
6134;8391;8
1126;8086;1
1766;6950;9
7101;3862;9
9175;8155;8
4929;5488;6
8893;8183;2
4990;9548;6
933;8858;3
6889;876;10
2958;5751;7
2830;5998;10
2693;3668;7
8949;3153;8
718;3290;2
5457;707;1
3295;7575;5
5982;2466;3
6732;3917;7
4867;1894;9
1921;2964;3
4580;2067;10
1330;7361;7
680;3274;6
8025;3195;6
5612;8134;2
9811;5600;6
6665;9833;2
5631;7314;8
9207;9007;2
5429;2107;9
7369;6522;5
2845;3999;4
9723;3964;5
8834;3166;10
1461;3126;10
5964;3500;5
9659;2976;1
1873;9930;1
929;8740;8
3006;1141;4
8461;2124;1
123;4106;4
2847;6411;6
341;8332;6
8058;2695;4
1831;2292;8
8808;7434;5
3631;7947;10
1672;5028;5
2090;427;8
7387;3659;7
3336;8017;4
9139;5835;5
4031;5104;6
8964;8403;3
7233;7560;7
4997;960;9
7938;2624;6
5305;9118;2
6243;5378;4
7299;5176;4
9290;579;7
9048;4340;7
2351;1888;10
5218;3167;7
8290;7466;1
8687;921;4
4;9125;2
8423;7707;5
5752;2419;9
2736;9681;8
8127;8654;8
3467;2096;2
6507;7009;7
8431;6142;4
4468;9214;8
642;5659;4
6464;7305;9
3809;3564;2
4440;4723;2
8713;2056;2
2852;7019;7
6707;5548;7
3999;8156;6
1106;4856;4
7539;7873;6
5472;8374;4
3253;5454;10
3797;9427;10
4779;5885;9
2076;5313;1
3627;387;7
5833;930;10
2747;1758;3
4043;819;5
4405;3661;6
4032;4303;3
8706;9897;2
562;5586;4
2365;4273;7
